4,410;Feb 21 2014;41691
4,360;Feb 24 2014;41694
4,380;Feb 25 2014;41695
4,410;Feb 26 2014;41696
4,420;Feb 27 2014;41697
4,400;Feb 28 2014;41698
4,440;Mar 3 2014;41701
4,430;Mar 4 2014;41702
4,470;Mar 5 2014;41703
4,560;Mar 6 2014;41704
4,590;Mar 7 2014;41705
4,590;Mar 10 2014;41708
4,650;Mar 11 2014;41709
4,600;Mar 12 2014;41710
4,560;Mar 13 2014;41711
4,380;Mar 14 2014;41712
4,340;Mar 17 2014;41715
4,370;Mar 18 2014;41716
4,450;Mar 19 2014;41717
4,390;Mar 20 2014;41718
4,310;Mar 24 2014;41722
4,300;Mar 25 2014;41723
4,300;Mar 26 2014;41724
4,300;Mar 27 2014;41725
4,290;Mar 28 2014;41726
4,370;Mar 31 2014;41729
4,380;Apr 1 2014;41730
4,440;Apr 2 2014;41731
4,400;Apr 3 2014;41732
4,430;Apr 4 2014;41733
4,350;Apr 7 2014;41736
4,250;Apr 8 2014;41737
4,180;Apr 9 2014;41738
4,190;Apr 10 2014;41739
4,150;Apr 11 2014;41740
4,130;Apr 14 2014;41743
4,120;Apr 15 2014;41744
4,210;Apr 16 2014;41745
4,180;Apr 17 2014;41746
4,240;Apr 18 2014;41747
4,270;Apr 21 2014;41750
4,240;Apr 22 2014;41751
4,270;Apr 23 2014;41752
4,090;Apr 24 2014;41753
4,030;Apr 25 2014;41754
4,030;Apr 28 2014;41757
4,000;Apr 30 2014;41759
4,010;May 1 2014;41760
4,000;May 2 2014;41761
3,900;May 7 2014;41766
3,940;May 8 2014;41767
3,990;May 9 2014;41768
3,940;May 12 2014;41771
4,020;May 13 2014;41772
4,030;May 14 2014;41773
4,000;May 15 2014;41774
3,960;May 16 2014;41775
3,920;May 19 2014;41778
3,970;May 20 2014;41779
3,860;May 21 2014;41780
3,860;May 22 2014;41781
3,890;May 23 2014;41782
4,000;May 26 2014;41785
4,010;May 27 2014;41786
4,090;May 28 2014;41787
4,130;May 29 2014;41788
4,170;May 30 2014;41789
4,230;June 2 2014;41792
4,240;June 3 2014;41793
4,300;June 4 2014;41794
4,330;June 5 2014;41795
4,370;June 6 2014;41796
4,430;June 9 2014;41799
4,400;June 10 2014;41800
4,480;June 11 2014;41801
4,500;June 12 2014;41802
4,530;June 13 2014;41803
4,500;June 16 2014;41806
4,480;June 17 2014;41807
4,490;June 18 2014;41808
4,590;June 19 2014;41809
4,680;June 20 2014;41810
4,680;June 23 2014;41813
4,680;June 24 2014;41814
4,710;June 25 2014;41815
4,720;June 26 2014;41816
4,740;June 27 2014;41817
4,730;June 30 2014;41820
4,750;July 1 2014;41821
4,720;July 2 2014;41822
4,840;July 3 2014;41823
4,820;July 4 2014;41824
4,790;July 7 2014;41827
4,810;July 8 2014;41828
4,760;July 9 2014;41829
4,720;July 10 2014;41830
4,670;July 11 2014;41831
4,710;July 14 2014;41834
4,820;July 15 2014;41835
4,830;July 16 2014;41836
4,720;July 17 2014;41837
