,LVMH,TELECOM ITALIA,NOKIA,DEUTSCHE BANK,AEGON,SCHLUMBERGER,NTTDoCoMo,HONDA MOTOR,TOSHIBA,PROCTER & GAMBLE,BANK OF AMERICA,ENEL,LEGAL & GENERAL,BRIDGESTONE,AIR LQUIDE,GENERALI
27/08/15,"151,15","1,063","5,56","22,7","5,47","76,26","2,121","3,702","3,09","68,9","15,58","3,91",250,"4,135","94,57","16,07"
28/08/15,"150,95","1,075","5,7","22,78","5,53",75,"2,123","3,83","3,168","69,81","15,85","3,91","245,4","4,29","95,32","16,15"
31/08/15,"148,65","1,115","5,89","23,42","5,49","75,54","2,217","3,854","3,233","69,93","15,94","4,01",248,"4,328","94,61","16,4"
01/09/15,"144,2","1,091","5,83","23,45","5,36","74,4","2,2","3,799","3,16","68,76","15,65","3,91","238,8","4,248","93,24","16,04"
02/09/15,"147,15","1,116","5,77","23,09","5,34","74,07","2,154","3,687","3,083","69,98","16,16","3,98","242,6","4,151","93,86","16,15"
03/09/15,"150,15","1,107","5,88","22,88","5,46","73,7","2,16","3,705","3,165","68,48","15,9","4,04","238,4","4,159","95,76","16,43"
04/09/15,"145,95","1,138","5,88","22,99","5,25","72,84","2,08","3,62","3,106","68,32","16,04","4,07","244,6","4,093","92,8","16,58"
07/09/15,"146,6","1,124","5,99","23,37","5,26","73,59","1,961","3,477","2,919","68,42","16,04","3,99","238,3","4,009","93,86","16,4"
08/09/15,"147,8","1,089","5,97","23,2","5,41","76,16","1,993","3,539","3,004","68,06","15,96","3,99","230,4","4,126","94,35","16,33"
09/09/15,"149,75","1,052","5,84","23,53","5,56","75,3","2,066","3,605","3,069","69,45","16,31","3,99","238,1","4,173","95,5","16,23"
10/09/15,"149,25","1,084","5,97","22,48","5,41","72,54","2,065","3,641","3,006","70,1","16,33","4,02","236,6","4,31","93,73","16,37"
11/09/15,"148,15","1,109","5,85","22,71","5,27","72,87","2,073","3,639","3,096","70,24","15,86","4,05","242,7","4,304","92,89","16,41"
14/09/15,"147,7","1,101",6,"22,03","5,31","72,57","2,116","3,677","3,069","69,94","15,56","4,02","250,5","4,208","92,62","16,5"
15/09/15,"149,9","1,106","5,85","21,86","5,41","71,94","2,131","3,862","3,216","70,65","15,7","3,88",247,"4,257","93,28","16,06"
16/09/15,"155,55","1,114","5,94","21,58","5,46","72,69","2,105","3,849","3,3","70,19","15,57","3,98","251,2","4,255","93,86","16,31"
17/09/15,"155,6","1,083","5,82","22,02","5,51","72,9","2,181","4,005","3,487","70,26","15,72","3,81","251,9","4,385","93,46","15,86"
18/09/15,"150,65","1,088","5,89","20,99","5,17","69,37","2,136","3,895","3,373","71,36","15,55","3,87","250,7","4,284","91,47","15,79"
21/09/15,"152,15","1,073","6,11","20,98","5,17","69,1","2,099","3,8","3,293","72,67","15,89","3,78","251,1","4,143","93,28","15,55"
22/09/15,"147,4","1,106","5,99","21,48","5,04","68,97","2,133","3,826","3,381","71,77","15,47","3,94","247,4","4,289","90,36","16,22"
23/09/15,"147,6","1,085","6,09","21,11","5,03","67,65","2,152","3,863","3,385","72,28","15,35","3,85","243,1","4,342","90,36","15,88"
24/09/15,"144,05","1,078","6,21","21,24","4,91","70,32","2,156","3,814","3,315","71,94","15,58","3,86","245,8","4,241","89,03","15,83"
25/09/15,"151,15","1,102","6,25","22,35","5,2","72,09","2,234","3,82","3,346","71,95","15,55","3,99","248,7","4,236","92,04","16,36"
28/09/15,"147,15","1,054","6,2","22,5",5,"73,94","2,273","3,954","3,374","72,42","15,38","3,89","249,4","4,322","90,01","16,25"
29/09/15,"145,55","1,026","6,2","22,74","4,98","75,35","2,283","3,906","3,369","73,22","15,69","3,97","249,8","4,276","91,2","16,26"
30/09/15,"152,2","1,071","6,14","22,34","5,14","76,64","2,325","4,063","3,439","73,4","15,69","4,01",252,"4,398","93,55","16,6"
01/10/15,"149,75","1,086","6,14","23,11","5,03","76,36","2,338","4,087","3,561","73,72","15,75","4,08","254,4","4,42","92,53","16,63"
02/10/15,"149,2","1,079","6,03","22,97","5,1","74,94","2,333","4,04","3,461","74,4","15,75","4,03","256,5","4,408","93,55","16,47"
05/10/15,"156,55","1,081","6,03","22,75","5,3","74,64","2,342","4,051","3,445","74,48","15,58",4,"256,7","4,401","96,25","16,58"
06/10/15,"159,25","1,098","6,19","22,52","5,27","75,01","2,33","3,976","3,486","74,33","15,52","4,05","258,7","4,421","96,91","16,69"
07/10/15,161,"1,067","6,17","22,78","5,42","76,16","2,358","4,044","3,431","74,11","15,52","4,01","262,6","4,476","96,74","16,54"
08/10/15,"162,35","1,04","6,2","23,17","5,49","74,51","2,395","3,952","3,397","74,21","15,64","4,02","263,2","4,418","96,87","16,35"
09/10/15,"165,75","1,011","6,12","24,03","5,55","74,14","2,422","4,028","3,43","74,27","16,19","4,04","261,6","4,491","97,8","16,03"
12/10/15,"166,5","1,05","6,17","23,7","5,54","75,55","2,46","3,956","3,314","74,9","16,12","4,1","262,6","4,562","97,53","16,37"
13/10/15,"161,25","1,043","6,32","23,68","5,44","75,63","2,454","3,988","3,351","75,16","16,14","4,12","262,2","4,549","96,34","16,55"
14/10/15,"159,25","1,076","6,23","24,26","5,36","78,26","2,494","4,063","3,1","74,43","16,2","4,11","267,6","4,56","95,01","16,5"
15/10/15,"160,4","1,046","6,09","24,77","5,38","78,35","2,48","4,045","3,165","73,59","15,9","4,1","268,5","4,59","97,31","16,39"
16/10/15,"158,65","1,032","5,95","24,43","5,47","77,15","2,47","4,028","3,108","74,85","16,16","4,07","268,2","4,52","97,71","16,42"
19/10/15,"158,9","1,085","6,08","24,42","5,47","76,95","2,459","4,024","3,138","77,03","16,52","4,18","266,9","4,548","97,8","17,05"
20/10/15,"158,3","1,143","6,71","24,52","5,34","79,13","2,419","3,999","2,952","77,49","16,51","4,23","265,3","4,487","96,52","17,25"
21/10/15,"158,05","1,162","6,77","22,83","5,28","78,69","2,426","3,952","2,888","77,29","16,4","4,23",268,"4,431","97,09","17,1"
22/10/15,"165,15","1,135","6,77","22,73","5,45","78,16","2,425","3,979","2,896","76,51","17,28","4,15","264,4","4,449","100,37","16,99"
23/10/15,"170,65","1,161","6,88","23,06","5,55","79,43","2,416","4,004","2,876","77,02","17,09","4,23","261,8","4,477","102,63","17,2"
26/10/15,"169,15","1,262",7,"23,06","5,53","81,52","2,423","4,072","2,902","76,38","16,78","4,14","262,6","4,505","103,07","17,16"
27/10/15,"168,5","1,269","6,94","22,72","5,43","80,31","2,413","4,036","2,904","76,6","17,06","4,2","267,6","4,461","103,82","17,24"
28/10/15,"167,7","1,27","6,98","22,54","5,52","78,8","2,381","4,05","2,862","77,05","17,18","4,24","266,3","4,433","104,97","17,31"
29/10/15,"169,05","1,263","6,91","22,9","5,58","79,06","2,348","4,008","2,827","77,06","17,01","4,21","268,3","4,407","104,8","17,48"
30/10/15,"169,6","1,216","6,76","22,61","5,6","77,91","2,367","4,066","2,856","76,39","17,31","4,2","269,3","4,422","104,4","17,4"
02/11/15,"167,9","1,194","6,88","22,23","5,75","78,77","2,386","4,013","2,923","75,57","17,95","4,14",268,"4,411","105,77","17,2"
03/11/15,"169,75","1,165","6,84","22,1","5,73","77,63","2,328","4,002","3,009","75,4","17,68","4,19",268,"4,38","106,83","17,59"
04/11/15,"172,75","1,149","6,67","21,63","5,71","76,6","2,395","4,104","3,007","75,77","17,85","4,08","271,9","4,416","107,1","17,31"
05/11/15,"173,5","1,184","6,73","21,26","5,65","76,14","2,423","4,09","3,077","75,96","17,75","4,15","271,4","4,405","107,63","17,5"
06/11/15,"168,75","1,175","6,84","21,12","5,85","78,33","2,453","4,089","3,056","74,66","17,37","4,11","272,8","4,42","108,65","17,64"
09/11/15,"167,3","1,149","6,84","21,48","5,82","76,74","2,395","3,99","3,023","73,96","17,2","4,02","271,5","4,355","107,45","17,31"
10/11/15,"168,4","1,153","6,84","21,76","5,71","78,55","2,387","4,041","3,021","75,3","17,43","4,08","274,9","4,358","107,32","17,23"
11/11/15,"171,9","1,148","6,96","22,03","5,74","77,92","2,379","3,999","2,93","75,07","17,42","4,11","272,7","4,334","108,87","17,16"
12/11/15,"166,95","1,172","6,97","21,78","5,1","77,15","2,362","3,98","2,972","75,9","17,84","4,21","267,1","4,333","107,32","17,69"
13/11/15,"162,4","1,153","6,82","21,55","5,13","77,22","2,353","3,889","2,993","76,22","17,69","4,09","267,3","4,257","105,95","17,79"
16/11/15,"160,15","1,162","6,87","21,15","5,09","78,18","2,367","3,914","2,98","75,82","17,65","4,1","268,4","4,301","106,79","17,69"
17/11/15,"165,4","1,182","6,86","21,44","5,26","77,53","2,364","3,848","2,924","75,97","17,47","4,11","265,4","4,229","109,49","17,75"
18/11/15,"163,6","1,184","6,82","21,63","5,37","77,33","2,323","3,776","2,922","76,45","17,47","4,12","263,6","4,158","101,39","17,78"
19/11/15,"162,4","1,153","6,84","21,42","5,5","77,15","2,475","3,945","2,93","75,9","17,44","4,05","263,2","4,305","101,78","17,51"
20/11/15,"162,25","1,173","6,97","21,69","5,51","78,17","2,502","3,993","2,91","75,7","17,48","4,13","258,3","4,417","102,94","17,76"
23/11/15,"161,9","1,198","7,07","21,83","5,54","75,81","2,469","3,919","2,825","74,84","17,43","4,16","253,2","4,311","102,8","17,87"
24/11/15,"154,95","1,232","6,86","21,54","5,54","74,81","2,492","3,893","2,548","75,94","17,81","4,15","260,2","4,288","101,08","17,81"
25/11/15,158,"1,224","6,8","20,92","5,74","74,71","2,494","3,88","2,235","75,79","17,62","4,17",262,"4,273","102,98",18
26/11/15,"159,1","1,2","6,82","20,71","5,85","72,8","2,443","3,885","2,206","75,74","17,3","4,16","263,4","4,228","103,33","17,88"
27/11/15,"155,95","1,177","6,65","20,67","5,8","71,5","2,453","3,858","2,166","77,83","17,8","4,17","261,8","4,217","102,71","17,77"
30/11/15,"158,75","1,151","6,47","20,08","5,8","72,12","2,467","3,875","2,26","78,37","17,54","4,09","263,2","4,133","102,27","17,28"
01/12/15,"157,4","1,167","6,43","19,93","5,81","71,48","2,484","3,884","2,321","77,75","17,19","4,07","263,4","4,157","97,18","17,34"
02/12/15,"158,45","1,192","6,32","19,84","5,76","69,82","2,484","3,91","2,499","77,7","17,1","4,08","267,8","4,174","95,63","17,5"
03/12/15,"151,2","1,164","6,24","18,96","5,5","70,02","2,426","3,731","2,55","77,79","17,2","3,99","269,3","4,049","93,46","17,24"
04/12/15,"152,25","1,144","6,4","18,54","5,44","71,84","2,491","3,66","2,452","77,78","16,73","4,03",272,"4,034","93,37","17,25"
07/12/15,"154,45","1,122","6,45","19,1","5,42","71,22","2,461","3,636","2,436","78,29","16,8","3,97","269,6","4,018","95,01","17,15"
08/12/15,"150,5","1,099","6,5","19,13","5,36","69,2","2,438","3,524","2,363","79,68","17,42","3,88","267,8","3,912","93,68","16,89"
09/12/15,"148,85","1,088","6,36","19,52","5,38","67,34","2,431","3,502","2,35","80,99","17,75","3,75","259,1","3,969","92,75","16,44"
10/12/15,148,"1,149","6,52","19,41","5,35","67,95","2,412","3,503","2,27","80,29","17,3","3,9","261,6","3,885","92,44","16,85"
11/12/15,"144,95","1,14","6,58","19,21","5,15","69,49","2,445","3,606","2,308","78,13","16,76","3,9","256,3","4,087","91,16","16,88"
14/12/15,"142,2","1,175","6,61","19,24","4,93","71,01","2,441","3,5","2,282","78,95","16,97","3,99","247,4","3,968","90,36","17,12"
15/12/15,"147,95","1,142","6,48","19,92","4,99","70,53","2,417","3,493","2,248","79,6","17,08","3,92",246,"3,943","92,71","16,88"
16/12/15,"148,65","1,122","6,63","19,8","4,96","70,42","2,398","3,41","2,303","79,92","17,34","3,85","244,8","3,963","92,58","16,73"
17/12/15,"148,9","1,123","6,6","20,28","5,12","70,51","2,39","3,441","2,33","79,79","17,27","3,82","245,7","3,988","93,82","16,74"
18/12/15,145,"1,168","6,58","20,1","5,1","69,64","2,331","3,315","2,194","79,92","17,13","3,9","247,6","3,868","92,75","16,92"
21/12/15,"142,7","1,174","6,68","19,14","5,08","69,75","2,266","3,162","2,114","80,36","17,28","3,88","245,2","3,835","90,05","16,78"
22/12/15,"143,8","1,19","6,62","19,45","5,1","69,18","2,328","3,351","2,219","80,07","17,05","3,92","239,1","4,085","90,32","17,05"
23/12/15,"146,45","1,175","6,78","19,29","5,28","69,5","2,356","3,348","2,092","79,41","16,83","3,89",239,"4,105","92,35","16,92"
24/12/15,"146,05","1,127","6,89","18,88","5,26","67,7","2,312","3,241","1,962","78,37","16,43","3,78","244,5","4,025","92,09","16,2"
28/12/15,"144,1","1,142","6,9","18,27","5,24","66,19","2,411","3,316","2,049","78,62","16,43","3,85","233,7","4,135","91,87","16,37"
29/12/15,"147,75","1,106","6,88","18,48","5,3","65,08","2,462","3,252","1,97","77,86","16,08","3,76","235,9","4,15","93,51","16,06"
30/12/15,"147,15","1,111","6,79","18,76","5,25","64,83","2,527","3,341","1,99","77,18","15,5","3,77",238,"4,336","92,97","16,03"
31/12/15,"144,9","1,077","6,6","18,65","5,23","64,74","2,885","3,385","2,091","75,97","15,2","3,74","234,7","4,38","91,78","15,86"
04/01/16,"139,2","1,073","6,5","17,85","5,08","63,95","2,781","3,389","2,002","76,67","15,31","3,75","235,4","4,358","89,3","15,41"
05/01/16,"139,45","1,077","6,64","17,12","5,05","64,68","2,783","3,189","1,929","76,51","15,31","3,72","237,4","4,3","88,77","15,63"
06/01/16,"136,7","1,077","6,47","16,56","5,03","63,01","2,766","3,182","1,985","75,85","14,9","3,78","234,3","4,203","87,53","15,94"
07/01/16,"136,6","1,059","6,54","16,83","4,84","62,82","2,783","3,118","1,763","76,15","14,99","3,74","243,5","4,102","85,51","15,75"
08/01/16,"135,35",1,"6,71","15,82","4,76","61,06","2,839","3,129","1,786","74,98","14,46","3,67","240,1","4,139","84,21","15,4"
11/01/16,"135,2",1,"6,65","15,28","4,84","61,45","2,733","2,918","1,682","76,73","14,24","3,6",224,"3,891","83,2","15,07"
12/01/16,"139,45","1,047","6,72","15,69","4,95","65,2","2,611","2,896","1,682","75,83","13,69","3,65",218,"3,803","85,55","15,18"
13/01/16,"137,75","0,977","6,67","14,82","5,43","63,3","2,495","2,737","1,58","76,72","13,36","3,54","216,2","3,57","85,95","14,58"
14/01/16,137,"1,029","6,49","15,28","5,42","65,33","2,653","2,956","1,615","77,36","13,56","3,65","211,9","3,984","84,9","14,85"
15/01/16,"137,4","1,058","6,6","15,27","5,29","65,55","2,652","2,949","1,747","76,85","12,96","3,73",203,"4,006","83,53","14,92"
18/01/16,"136,75","1,028","5,86","14,44","5,1","69,51","2,641","2,958","1,666","78,81","13,31","3,71","202,4","3,992","82,81","14,61"
19/01/16,140,"1,025","5,79","14,64","5,18","72,27","2,609","3,033","1,725","78,8","13,36","3,76","209,7","3,909","82,94","14,15"
20/01/16,"134,65","1,039","5,77","14,57","4,97","71,46","2,627","2,951","1,76","79,82","13,53","3,81","199,5","3,921","81,94","13,96"
21/01/16,"139,2","0,977","5,64",14,"5,06","68,84","2,642","2,925","1,835","81,69","14,14","3,67","207,7","3,991","83,1","13,39"
22/01/16,"143,15","1,022","5,44","13,16","5,25","70,83","2,532","2,907","1,826","81,12","13,96","3,77","212,1","3,956","85,34","13,79"
25/01/16,"143,9","0,994","5,22","13,52","5,15","70,54","2,511","2,848","1,737","80,22","13,23","3,76","211,7","3,956","84,64","13,55"
26/01/16,"144,9","0,966","5,25","13,63","5,21","68,81","2,568","2,868","1,762","81,1","13,03","3,7","226,6","4,044","84,76","13,04"
27/01/16,"146,1","0,943","5,3","12,33","5,18","69,78","2,628","2,897","1,739","80,7","13,25","3,63","223,3","4,003","84,19","12,72"
28/01/16,"143,7","0,93","5,19","11,81","5,09","67,8","2,642","2,887","1,748","81,2","12,95","3,65",222,"3,953","83,79","12,58"
29/01/16,"148,2","0,893","5,23","13,01","5,2","67,73","2,639","2,904","1,737","82,62","12,27","3,55","225,2","3,961","84,31","12,24"
01/02/16,"147,75","0,84","5,27","12,21","5,15","68,83","2,724","3,086","1,852","82,64","12,2","3,5","218,8","4,101",84,"11,86"
02/02/16,"145,2","0,87","5,3","13,66","4,93","70,31","2,682","3,176","1,983","81,62","11,98","3,49","213,8","4,167","83,25","11,38"
03/02/16,"151,75","0,907","5,5","13,62","4,76","71,75","2,585","3,188","2,093","79,9","11,16","3,53","219,7","4,206","83,74","11,98"
04/02/16,"152,8","0,826","5,59","13,58","4,86","72,93","2,542","3,17","2,24","80,99","11,95","3,4","226,1","4,196","84,42","10,96"
05/02/16,"152,7","0,859","5,4","14,44","4,82","72,68","2,495","3,14","2,083","81,47","12,25","3,54",227,"4,146","84,41","11,15"
08/02/16,"151,7","0,877","5,63","13,84","4,67","72,87","2,564","3,11","2,036","82,45","12,56","3,66","236,3","4,05","81,82","11,6"
09/02/16,"147,75","0,82","5,56","13,57","4,25","74,37","2,56","3,16","2,042","81,98","12,24","3,63","236,6","4,166","82,48","11,64"
10/02/16,"148,2","0,853","5,49","14,1","4,39","72,08","2,58","3,15","2,071","81,79","12,13","3,64","235,9","4,136","83,82","11,91"
11/02/16,"142,55","0,886","5,62","13,58","4,07","72,21","2,566","3,165","2,133","82,13","12,54","3,63","239,5","4,151","81,89","11,83"
12/02/16,146,"0,856","5,6","13,07","4,12","72,35","2,546","3,144","2,11","81,81","12,16","3,62","237,4","4,12","83,1","11,71"
15/02/16,"151,45","0,904","5,61","13,42","4,24","72,47","2,556","3,075","2,084","81,56","12,13","3,73","233,8","4,101","85,45","12,13"
16/02/16,"149,35","0,889","5,66","14,2","4,23","71,72","2,545","3,089","1,918","82,34","12,32","3,64","234,6","4,104","81,31","12,12"
17/02/16,"155,5","0,868","5,69","14,27","4,47","74,01","2,532","3,058",2,"81,1","12,7","3,54","234,9","4,031","82,95","11,98"
18/02/16,"153,6","0,905","5,54","14,58","4,49","74,41","2,614","3,096","2,088","80,29","12,52","3,64","242,1","4,128","83,38","12,23"
19/02/16,"154,5","0,916","5,61","15,33","4,3","74,85","2,601","3,057","2,1","81,23","13,19","3,68","243,6","4,114","84,24","12,77"
22/02/16,"155,65","0,899","5,6","15,74","4,51","74,83","2,636","3,008","1,998","82,55","13,41","3,7","228,1","4,134","85,61","12,81"
23/02/16,152,"0,929","5,4","16,08","4,49","76,16","2,638","3,093","2,083","82,84","13,5","3,74","234,8","4,203","83,62","12,91"
24/02/16,"148,5","0,944","5,39","15,83","4,4","72,7","2,704","3,11","2,056","83,49","13,54","3,74","238,3","4,225","82,21","13,11"
25/02/16,"150,35","0,998","5,37","15,5","4,45","72,75","2,648","3,105","2,115","83,1","13,53","3,71","241,2","4,261","83,22","13,1"
26/02/16,"153,2","1,02","5,39","15,37","4,57","73,18","2,642","2,993","2,07","83,06","13,06","3,71","240,7","4,143","84,94","12,97"
29/02/16,"153,8","0,983","5,46","15,24","4,63",75,"2,553","3,086","2,19","82,96","13,14","3,66","239,1","4,205","85,16","12,74"
01/03/16,"154,7","0,999","5,47","16,37","4,77","73,44","2,521","2,942","2,093","82,28","13,27","3,68","239,2","4,046","86,13","12,87"
02/03/16,155,"1,014","5,45","16,54","4,87","73,23","2,555","2,91","2,063","81,75","13,79","3,79","231,1","3,969","85,74","12,98"
03/03/16,"153,7","0,988","5,41","16,11","4,88","73,35","2,483","2,84","2,005","81,17","13,64","3,81","232,6","3,84","85,85","12,96"
04/03/16,"153,35","1,042","5,45","15,4","4,91","74,54","2,482","2,869","2,057","81,31","13,57","3,91","235,4","3,873","86,4","13,9"
07/03/16,"154,65","1,032","5,4","15,08","4,88","73,52","2,548","2,852","2,023","81,34","13,31","3,9","235,2","3,916","87,33","13,78"
08/03/16,"154,8","1,046","5,44","15,24","4,83","74,89","2,586","2,883","2,073","82,75","13,4","3,89","231,1","3,936","87,31","13,7"
09/03/16,"155,55","1,033","5,32","15,1","4,88","73,61","2,616","2,823","2,133","83,15","13,79","3,9","231,7","3,905","88,11","13,85"
10/03/16,"154,35","1,013","5,2","14,91","4,87","72,96","2,625","2,93","2,207","83,32","13,84","3,93","229,1","3,924","86,12","13,88"
11/03/16,"157,45","1,01","5,22","14,48","5,09","72,58","2,649","3,008","2,295","82,74","13,76","3,92","232,5","3,993","87,94","13,65"
14/03/16,"159,5","1,041","5,34","13,94","5,09","72,8","2,748","3,066","2,294","82,82","13,62","3,92","227,5","4,126","88,1","13,49"
15/03/16,"155,85","1,046","5,23","13,71","5,01",73,"2,731","3,035","2,301","82,89","13,68","3,91","233,8","4,105","87,02","13,32"
16/03/16,"155,05","1,007","5,12","13,53","5,08","74,41","2,669","2,947","2,236","82,62","13,62","3,89","234,2","4,006","86,9","13,24"
17/03/16,"151,65","0,969","5,11","13,34","5,1","73,75","2,719","3,078","2,335","82,8","13,42","3,91","237,8","4,115","86,11","12,95"
18/03/16,"152,35","0,957","5,09","13,31","5,13","72,12","2,705","3,05","2,34","82,68","13,48","3,97","243,8","4,08","86,79","13,06"
21/03/16,"150,55","0,954","5,13","13,21","5,08","72,64","2,72","3,115","2,45","82,31","13,52",4,"242,8","4,192","87,1","13,16"
22/03/16,"148,75","0,948","5,07","12,54","5,06","72,66","2,745","3,16","2,477","83,53","13,56","3,9","239,1","4,242","87,66","13,03"
23/03/16,"150,15","0,915","5,3","12,64","5,06","73,16","2,668","3,187","2,46","83,21","13,51","3,88","240,2","4,265","88,46","12,84"
24/03/16,"147,2","0,88","5,22","12,27","4,92","72,01","2,659","3,165","2,419","83,16","13,19","3,84","243,7","4,245","86,88","12,69"
29/03/16,"150,8","0,859","5,16","12,49","4,94","73,85","2,64","3,123","2,443","83,81","13,27","3,71","245,4","4,255","87,47","12,28"
30/03/16,"154,5","0,86","5,37","12,5","4,9","73,88","2,597","2,993","2,35","83,24","12,85","3,73","246,6","4,116","89,39","12,32"
31/03/16,"150,5","0,836","5,53","12,48","4,83","75,9","2,724","2,874","2,223","83,2","12,88","3,66","244,6","3,964","87,56","12,05"
01/04/16,"148,8","0,889","5,45","13,71","4,72","77,37","2,695","2,951","2,147","82,73","12,97","3,76","243,1","3,995","85,88","12,4"
04/04/16,"149,2","0,899","5,45","13,76","4,77","77,16","2,685","2,997","2,176","82,83","13,27","3,78","240,7","4,013","85,94","12,55"
05/04/16,"145,35","0,857","5,54","13,7","4,61","76,26","2,8","3,045","2,206","82,46","13,79","3,75","237,7","4,138","83,57","12,59"
06/04/16,"146,1","0,885","5,45","13,95","4,62","77,45","2,825","3,04","2,209","82,01","14,14","3,82","227,2","4,113","84,2","13,07"
07/04/16,"145,15","0,899","5,37","13,96","4,6","79,64","2,822","3,022","2,229","82,3",14,"3,84","223,1","3,873","82,72","13,32"
08/04/16,"145,65","0,895","5,38","14,67","4,72","81,1","2,782","2,957","2,261","82,83","14,17","3,81","219,3","3,754","83,57","13,18"
11/04/16,"146,05","0,88","5,24","14,92","4,86","80,27","2,787","2,945","2,221","83,28","14,45","3,88",219,"3,687","84,47","13,15"
12/04/16,"148,3","0,901","5,25","14,99","4,91","79,93","2,709","2,975","2,237","81,55","14,93","3,93","217,8","3,705","86,64","13,27"
13/04/16,"154,55","0,906","5,27","14,35","5,15","78,77","2,679","2,938","2,234","80,8","14,9","3,93","215,8","3,71","89,61","13,36"
14/04/16,"153,5","0,923","5,28","14,67","5,18","79,2","2,694","2,95","2,224","80,95","15,11","3,9","218,3","3,744","89,7","13,63"
15/04/16,"152,4","0,895","5,15","14,9","5,13","80,6","2,677","2,948","2,241","81,41","14,96","3,9","218,2","3,65","90,01","13,77"
18/04/16,"152,25","0,855","5,18","15,49","5,16","79,78","2,685","2,954","2,294","79,55","15,09","3,88",217,"3,679","90,8","13,69"
19/04/16,"153,45","0,866","5,09","14,7","5,15","80,34","2,707","2,922","2,213","79,89","15,02","3,93","214,1","3,637","92,97","13,81"
20/04/16,"154,5","0,843","5,03","14,31","5,25","79,4","2,8","2,992","2,296","79,76","14,79","3,98","215,4","3,679","93,99","13,72"
21/04/16,"152,1","0,868","4,95","13,41","5,36","77,23","2,737","3,046","2,4","80,12","14,56","4,05","216,8","3,694","93,86","13,67"
22/04/16,"149,75","0,85","5,01","13,34","5,39","75,73","2,731","3,027","2,663","80,97","14,77","3,96","220,2","3,694","92,89","13,32"
25/04/16,"148,8","0,847","4,65","13,06","5,12","75,4","2,745","3,122","2,786","81,1","14,36","3,96","223,4","3,734","93,64","13,31"
26/04/16,"147,55","0,837","4,64","13,16","5,17","75,12","2,779","3,151","2,736","81,6","14,13","3,89","220,6","3,826","89,12","13,04"
27/04/16,"147,2","0,846","4,55","13,08","5,14","72,77","2,758","3,079","2,764","81,3","14,05","3,9","225,4","3,781","88,5","13,03"
28/04/16,"149,4","0,871","4,63","13,39","5,18","74,26","2,709","2,951","2,764","82,13","14,11","3,94",225,"3,663","88,9",13
29/04/16,"145,1","0,861","4,59","13,14","5,01","73,81","2,743","2,963","2,716","82,12","13,99","3,9","236,5","3,663","87,66","12,93"
02/05/16,"147,25","0,85","4,54","12,96","5,09","74,09","2,78","2,907","2,631","82,48","14,3","3,89","239,5","3,643","87,92","12,93"
03/05/16,"144,7","0,868","4,67","13,1","4,88","72,43","2,779","2,925","2,749","82,15","14,2","3,98","238,6","3,63","86,39","13,25"
04/05/16,"143,65","0,847","4,61","12,86","4,86",74,"2,835","2,944","2,784","82,41","14,14","3,97",240,"3,689","84,38","13,11"
05/05/16,"144,4","0,838","4,65","13,16","4,82","74,88","2,799","2,893","2,922","81,23","13,88","4,01","239,4","3,641","84,34","12,59"
06/05/16,"143,7","0,848","4,68","13,33","4,84","73,17","2,785","2,891","2,925","81,63","13,93","4,01","235,8","3,633","84,53","12,45"
09/05/16,"145,55","0,873","4,8","13,51","4,83","74,2","2,69","2,776","2,765","80,62","14,01","4,02","235,7","3,542","84,37","12,6"
10/05/16,"148,85","0,849","5,03","13,53","4,88","74,96","2,717","2,738","2,723","79,85","14,69","3,95","232,8","3,51","84,72","12,41"
11/05/16,"146,45","0,845","5,02","13,89","4,83","75,01","2,685","2,773","2,929","80,19","14,53","3,98","235,1","3,533","84,39","12,69"
12/05/16,"144,75","0,831","5,06","14,36","4,28","75,62","2,629","2,698","2,816","80,02","14,52","3,94","233,3","3,425","83,95","12,51"
13/05/16,"145,35","0,828","5,12","14,45","4,32","77,91","2,602","2,711","2,814","80,2","14,47","3,99","234,2","3,448","85,19","12,75"
16/05/16,"145,05","0,83","5,14","14,53","4,31","77,88","2,659","2,748","2,948","80,97","14,68","3,95","230,5","3,491","85,07","12,14"
17/05/16,"143,95","0,81","5,07","14,62","4,29","77,17","2,698","2,764","2,974","81,48","14,92","4,06","222,5","3,491",85,"12,84"
18/05/16,"144,8","0,832","5,07","14,33","4,36","76,3","2,722","2,698","2,888","81,22","14,7","4,07","218,1","3,448","85,45","13,02"
19/05/16,"142,2","0,867","5,03","13,96","4,42","75,86","2,714","2,766","2,907","81,43","14,88","4,11","212,2","3,476","84,77","13,02"
20/05/16,"144,2","0,87","5,01","13,92","4,5","75,45","2,595","2,536","2,646","81,04","14,79","4,1","214,4","3,179","86,04","13,12"
23/05/16,"142,4","0,865","5,04","13,39","4,45","75,63","2,733","2,549","2,655","81,79","14,86","4,12","211,3","3,279","83,37","13,18"
24/05/16,"144,7","0,851","5,04","13,43","4,52","79,09","2,743","2,524","2,599","81,95","14,94","4,07","215,4","3,204","85,47","13,03"
25/05/16,"143,5","0,855","5,03","13,63","4,55","80,1","2,795","2,567","2,772","82,47","14,42","4,04","226,2","3,236","86,02","12,96"
26/05/16,"143,8","0,855","4,98","13,38","4,58","80,81","2,767","2,573","2,764","82,77","14,52","4,05","229,8","3,269","86,93","12,88"
27/05/16,"145,05","0,845","5,06","13,15","4,57","79,96","2,799","2,567","2,842","82,32","14,35","4,02","233,6","3,317","86,54","12,52"
